search_batch_id	experiment_tag	sample_category	publication_name	pubmed_id	repository_identifiers
6731	ChineseAdultLiver_C033	Liver			
6732	ChineseAdultLiver_C041	Liver			
6733	ChineseAdultLiver_C042	Liver			
6734	ChineseAdultLiver_C044	Liver			
6664	CH_FetalLiver_guolh_mr_sds	Liver	Ying et al. (2006)	16815949	
6665	CH_FetalLiver_guolh_pm_2digestion	Liver	Ying et al. (2006)	16815949	
6666	CH_FetalLiver_guolh_pm_2d_scx	Liver	Ying et al. (2006)	16815949	
6667	CH_FetalLiver_guolh_pm3_cnbr	Liver	Ying et al. (2006)	16815949	
6668	CH_FetalLiver_guolh_pm_3d_scx_02	Liver	Ying et al. (2006)	16815949	
6669	CH_FetalLiver_guolh_pm_3d_scx	Liver	Ying et al. (2006)	16815949	
6670	CH_FetalLiver_guolh_pm	Liver	Ying et al. (2006)	16815949	
6671	CH_FetalLiver_guolh_pm_sds_030625	Liver	Ying et al. (2006)	16815949	
6672	CH_FetalLiver_guolh_pmt_sds_030903	Liver	Ying et al. (2006)	16815949	
6673	CH_FetalLiver_guolh_pmt_sds_040217	Liver	Ying et al. (2006)	16815949	
6674	CH_FetalLiver_guolh_rer	Liver	Ying et al. (2006)	16815949	
6675	CH_FetalLiver_guolh_ser	Liver	Ying et al. (2006)	16815949	
6676	CH_FetalLiver_guolh_tm_sds_030906	Liver	Ying et al. (2006)	16815949	
6677	CH_FetalLiver_haoyw_030622_peakdb	Liver	Ying et al. (2006)	16815949	
6678	CH_FetalLiver_haoyw_030709_peakdb	Liver	Ying et al. (2006)	16815949	
6679	CH_FetalLiver_haoyw_030714_peakdb	Liver	Ying et al. (2006)	16815949	
6680	CH_FetalLiver_haoyw_dhf	Liver	Ying et al. (2006)	16815949	
6681	CH_FetalLiver_haoyw_hf	Liver	Ying et al. (2006)	16815949	
6685	CH_FetalLiver_shir_m2a3	Liver	Ying et al. (2006)	16815949	
6686	CH_FetalLiver_shir_m2a5	Liver	Ying et al. (2006)	16815949	
6687	CH_FetalLiver_shir_m2a6	Liver	Ying et al. (2006)	16815949	
6688	CH_FetalLiver_shir_m2a7	Liver	Ying et al. (2006)	16815949	
6689	CH_FetalLiver_shir_m2a8	Liver	Ying et al. (2006)	16815949	
6690	CH_FetalLiver_shir_m2b4	Liver	Ying et al. (2006)	16815949	
6691	CH_FetalLiver_shir_m2b5	Liver	Ying et al. (2006)	16815949	
6692	CH_FetalLiver_shir_m2b6	Liver	Ying et al. (2006)	16815949	
6694	CH_FetalLiver_shir_m2c10	Liver	Ying et al. (2006)	16815949	
6695	CH_FetalLiver_shir_m2c11	Liver	Ying et al. (2006)	16815949	
6696	CH_FetalLiver_shir_m2c8	Liver	Ying et al. (2006)	16815949	
6697	CH_FetalLiver_shir_mac7	Liver	Ying et al. (2006)	16815949	
6698	CH_FetalLiver_shir_zhangyj	Liver	Ying et al. (2006)	16815949	
6699	CH_FetalLiver_wangjl_pm	Liver	Ying et al. (2006)	16815949	
6700	CH_FetalLiver_yingwat_030930_sfp	Liver	Ying et al. (2006)	16815949	
6701	CH_FetalLiver_yingwat_031027_sfp_ief	Liver	Ying et al. (2006)	16815949	
6702	CH_FetalLiver_yingwt_sf030217	Liver	Ying et al. (2006)	16815949	
6703	CH_FetalLiver_yingwt_sf030219	Liver	Ying et al. (2006)	16815949	
6704	CH_FetalLiver_yingwt_sf030308	Liver	Ying et al. (2006)	16815949	
6705	CH_FetalLiver_yingwt_sf030312	Liver	Ying et al. (2006)	16815949	
6706	CH_FetalLiver_yingwt_sf030415	Liver	Ying et al. (2006)	16815949	
6707	CH_FetalLiver_zhangyj	Liver	Ying et al. (2006)	16815949	
6442	bpp_lab_10_post_mortem_bn_rz104_2d-lc-ms-ms_v1_cam	Brain			
6443	bpp_lab_10_post_mortem_bn_rz104_2d-lc-ms-ms_v2_cam	Brain			
6444	bpp_lab_12_epilepsy_bn_1149_96_200mcg_cam	Brain			
6445	bpp_lab_12_epilepsy_bn_1149_96_2d-lc_cam	Brain			
6446	bpp_lab_12_epilepsy_bn_1149_96_300mcg_cam	Brain			
6447	bpp_lab_12_epilepsy_bn_1149_96_4mcg_cam	Brain			
6448	bpp_lab_12_post_mortem_bn_rz104_200mcg_cam	Brain			
6449	bpp_lab_12_post_mortem_bn_rz104_2d-lc_cam	Brain			
6450	bpp_lab_12_post_mortem_bn_rz104_300mcg_cam	Brain			
6451	bpp_lab_12_post_mortem_bn_rz104_4mcg_cam	Brain			
6452	bpp_lab_12_post_mortem_bn_rz104_gas_phase_cam	Brain			
6453	bpp_lab_13_epilepsy_bn_1149_96_1de_pe_cam	Brain			
6454	bpp_lab_13_epilepsy_bn_1149_96_1de_s12_cam	Brain			
8429	Hs_PhosoProteomicScreen	Cancer Cell Lines, Other Female Reproductive Organ	Blasius et al. (2011)	21851590	
9591	Hela_01_trypsin	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
8786	Hela_02_trypsin	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
9592	Hela_02_GluC	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
9589	Hela_01_GluC	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
9593	Hela_02_Lysc	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
9590	Hela_01_Lysc	Cancer Cell Lines, Other Female Reproductive Organ	Nagaraj et al. (2011)	22068331	
6629	4Skin_iPS_BioReplica02	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6742	4Skin_iPS_BioReplica02	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6633	IMR90_iPS_BioReplica_02	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6627	4Skin_iPS_BioReplica01	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6741	4Skin_iPS_BioReplica01	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6631	IMR90_iPS_BioReplica_01	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6464	Hs_U2OS_SN_Samples_Velos	Cancer Cell Lines, Bone	Beck et al. (2011)	22068332	
6463	Hs_U2OS_Control_Samples_Velos	Cancer Cell Lines, Bone	Beck et al. (2011)	22068332	
6465	Eleven_COM_CellLine	Cancer Cell Lines, Other Anatomical Entities	Geiger et al. (2012)	22278370	PXD002395
8430	Hsp90	Cancer Cell Lines, Other Female Reproductive Organ	Sharma et al. (2011)	22167270	
9838	RochePlasma_Combined_01	Blood Plasma			
9839	RochePlasma_Combined_02	Blood Plasma			
9840	RochePlasma_Combined_03	Blood Plasma			
9841	RochePlasma_Combined_04	Blood Plasma			
9842	RochePlasma_Combined_05	Blood Plasma			
9843	RochePlasma_Combined_06	Blood Plasma			
9844	RochePlasma_Combined_07	Blood Plasma			
9845	RochePlasma_Combined_08	Blood Plasma			
9846	RochePlasma_Combined_09	Blood Plasma			
9847	RochePlasma_Combined_10	Blood Plasma			
9848	RochePlasma_Combined_11	Blood Plasma			
9849	RochePlasma_Combined_12	Blood Plasma			
9850	RochePlasma_Combined_13	Blood Plasma			
9851	RochePlasma_Combined_14	Blood Plasma			
9852	RochePlasma_Combined_15	Blood Plasma			
9853	RochePlasma_Combined_16	Blood Plasma			
9854	RochePlasma_Combined_17	Blood Plasma			
9855	RochePlasma_Combined_18	Blood Plasma			
9856	RochePlasma_Combined_19	Blood Plasma			
9857	RochePlasma_Combined_20	Blood Plasma			
9858	RochePlasma_Combined_21	Blood Plasma			
9859	RochePlasma_Combined_22	Blood Plasma			
9860	RochePlasma_Combined_23	Blood Plasma			
9861	RochePlasma_Combined_24	Blood Plasma			
9862	RochePlasma_Combined_25	Blood Plasma			
9863	RochePlasma_Combined_26	Blood Plasma			
9864	RochePlasma_Combined_27	Blood Plasma			
9865	RochePlasma_Combined_28	Blood Plasma			
9866	RochePlasma_Combined_29	Blood Plasma			
9867	RochePlasma_Combined_30	Blood Plasma			
9868	RochePlasma_Combined_31	Blood Plasma			
9869	RochePlasma_Combined_32	Blood Plasma			
9870	RochePlasma_Combined_33	Blood Plasma			
9871	RochePlasma_Combined_34	Blood Plasma			
9872	RochePlasma_Combined_35	Blood Plasma			
9873	RochePlasma_Combined_36	Blood Plasma			
9874	RochePlasma_Combined_37	Blood Plasma			
9875	RochePlasma_Combined_38	Blood Plasma			
9876	RochePlasma_Combined_39	Blood Plasma			
9877	RochePlasma_Combined_40	Blood Plasma			
6648	Hs_colorectal	Cancer, Digestive System	Choi et al. (2011)	21630462	
6589	Hs_SILAC_H3K27me3_601_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6594	HS_IhorB-SP_NOA-1	Other Anatomical Entities	Batruch et al. (2012)	22188163	
6605	HS_iPOP_PBMC2011_SecondBatch_81719202114_r02	Blood Cells	Chen et al. (2012)	22424236	
6645	Hs_SILAC_601me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6591	Hs_SILAC_H3K4me3_601_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6610	HS_iPOP_PBMC2011_SerumProteomics_r2	Blood Plasma	Chen et al. (2012)	22424236	
6592	Hs_SILAC_H3K9me3_601me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6607	HS_iPOP_PBMC2011_SecondBatch_879101114_r02	Blood Cells	Chen et al. (2012)	22424236	
6613	Hs_hair_nail	Other Anatomical Entities	Rice et al. (2010)	20939611	
8507	HS_Plk1_Specific_Phos_SILAC	Cancer Cell Lines, Other Female Reproductive Organ	Santamaria et al. (2011)	20860994	
6585	Hs_SILAC_601me_DNA_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6599	HS_iPOP_PBMC2011_FirstBatch_r2	Blood Cells	Chen et al. (2012)	22424236	
6587	Hs_SILAC_603me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6593	Hs_SILAC_H3K9me3_601_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6611	HS_iPOP_PBMC2011_SerumProteomics_r3	Blood Plasma	Chen et al. (2012)	22424236	
6056	Hs_8plex_protein_biorep1	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6057	Hs_8plex_protein_biorep2	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8432	Hs_spindle_phospho_silac	Other Anatomical Entities	Malik et al. (2009)	19691289	
6584	Hs_Eye_vitreous_humor	Eye	Murthy et al. (2014)	25097467	
6604	HS_iPOP_PBMC2011_SecondBatch_81719202114_r01	Blood Cells	Chen et al. (2012)	22424236	
6608	HS_iPOP_PBMC2011_SecondBatch_879101114_r03	Blood Cells	Chen et al. (2012)	22424236	
6600	HS_iPOP_PBMC2011_FirstBatch_r3	Blood Cells	Chen et al. (2012)	22424236	
6640	Hs_HEK293	Non Cancer Cell Lines	Thakur et al. (2011)	21586754	
6612	Hs_prostatic_secretion	Other Anatomical Entities	Drake et al. (2010)	20334419	
6588	Hs_SILAC_H3K27me3_601me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6596	HS_IhorB-SP_NOA-3	Other Anatomical Entities	Batruch et al. (2012)	22188163	
6641	Hs_HEK293_SILAC	Non Cancer Cell Lines	Thakur et al. (2011)	21586754	
6609	HS_iPOP_PBMC2011_SerumProteomics_r1	Blood Plasma	Chen et al. (2012)	22424236	
6602	HS_iPOP_PBMC2011_SecondBatch_81213151614_r02	Blood Cells	Chen et al. (2012)	22424236	
6052	Hs_4plex_protein	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6601	HS_iPOP_PBMC2011_SecondBatch_81213151614_r01	Blood Cells	Chen et al. (2012)	22424236	
6590	Hs_SILAC_H3K4me3_601me_Nucleosome_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6598	HS_iPOP_PBMC2011_FirstBatch_r1	Blood Cells	Chen et al. (2012)	22424236	
6058	Hs_8plex_protein_biorep3	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6603	HS_iPOP_PBMC2011_SecondBatch_81213151614_r03	Blood Cells	Chen et al. (2012)	22424236	
6606	HS_iPOP_PBMC2011_SecondBatch_81719202114_r03	Blood Cells	Chen et al. (2012)	22424236	
6586	Hs_SILAC_603me_DNA_Pulldown	Cancer Cell Lines, Other Female Reproductive Organ	Bartke et al. (2010)	21029866	
6574	Hs_NS401	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6577	Hs_NS426-R32	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6578	Hs_NS426-R33	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6581	Hs_SM382	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6580	Hs_SM373	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6582	Hs_SM400	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6576	Hs_NS426-L	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6572	Hs_NS115	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6573	Hs_NS367	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6583	Hs_SM433-p1s	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6579	Hs_SM110	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6575	Hs_NS402	Other Respiratory Organ	Steiling et al. (2009)	19357784	
6595	HS_IhorB-SP_NOA-2	Other Anatomical Entities	Batruch et al. (2012)	22188163	
8433	Hs_4plex_phospho	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8431	Hs_8plex_phospho_biorep2	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8434	Hs_8plex_phospho_biorep3	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8435	Hs_8plex_phospho_biorep1	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6467	HsNaOH-NE_NT_lymphocytes_CNBrTi_1	Blood Cells			
6656	Hs_HEK_LTQ_Orbi	Non Cancer Cell Lines			
6483	Hs_placenta_CID	Placenta			
6660	Hs_phospho_7tm	Non Cancer Cell Lines	Christensen et al. (2010)	20363803	
9790	Hs_HEK_LTQ_Orbi_2	Non Cancer Cell Lines			
8437	Hs_Hela-SCX-Ti-IMAC-HILIC_3D_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8436	Hs_Hela-Ti-IMAC-HILIC_2D_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8439	Hs_Hela-Ti-IMAC_1D_HCD	Cancer Cell Lines, Other Female Reproductive Organ	Zhou et al. (2013)	23186163	
8499	Hs_K562_SCX-Ti-IMAC-HILIC_3D_HCD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8498	Hs_K562_Ti-IMAC-HILIC_2D_HCD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8438	Hs_K562_Ti-IMAC_1D_HCD	Cancer Cell Lines, Blood	Zhou et al. (2013)	23186163	
8440	Hs_CRC_N_phospho	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8441	Hs_CRC_T_phospho	Cancer, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8453	Hs_SW_SILAC_HL	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8452	Hs_SW_SILAC_LH	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8443	Hs_SW_phospho_SILAC_HL	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8445	Hs_SW_phospho_SILAC_LH	Cancer Cell Lines, Digestive System	Shiromizu et al. (2013)	23312004	PXD000089
8444	Hs_HEK293_2012_SILAC_Phospho_1	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8451	Hs_HEK293_2012_SILAC_Phospho_2_OrbiElite	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8446	Hs_HEK293_2012_SILAC_Phospho_2_OrbiXL	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8447	Hs_HEK293_2012_SILAC_Phospho_3_OrbiElite	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
8442	Hs_HEK293_2012_SILAC_Phospho_3_OrbiXL	Non Cancer Cell Lines	Franz-Wachtel et al. (2012)	22496350	PASS00066
6761	HsKidney_01-01Raw	Kidney			
6762	HsKidney_03-03Raw	Kidney			
6763	HsKidney_04-03Raw	Kidney			
6764	HsKidney_20120518	Kidney			
6765	HsKidney_20120831	Kidney			
6632	IMR90_iPS_BioReplica_01_ETD	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
6634	IMR90_iPS_BioReplica_02_ETD	Non Cancer Cell Lines	Munoz et al. (2011)	22108792	
8454	Hs_4plex_phospho_ETD	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8450	Hs_8plex_phospho_biorep1_ETD	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8449	Hs_8plex_phospho_biorep2_ETD	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
8448	Hs_8plex_phospho_biorep3_ETD	Non Cancer Cell Lines	Phanstiel et al. (2011)	21983960	
6663	CH_FetalLiver_glh-er	Liver	Ying et al. (2006)	16815949	
6708	CH_FetalLiver_glh-ga	Liver	Ying et al. (2006)	16815949	
6682	CH_FetalLiver_hfl_IEF	Liver	Ying et al. (2006)	16815949	
6683	CH_FetalLiver_hfl_pel_sds	Liver	Ying et al. (2006)	16815949	
6684	CH_FetalLiver_mit	Liver	Ying et al. (2006)	16815949	
6743	Hs_CancerTissue_MembraneProteomic	Cancer, Breast	Muraoka et al. (2013)	23153008	PXD000066
6766	Hs_BreastCancer	Cancer, Breast	Geiger et al. (2012)	22414580	PXD000309
6775	Hs_Phospho_Urine_non-pregnancy	Urine			
6776	Urine_non-appendicitis	Urine	Kentsis et al. (2009)	21127740	PASS00107
6777	Comprehensive_map_HsUrine	Urine	Marimuthu et al. (2011)	21500864	PASS00284
6778	H_UrinaryProt_Ctrl	Urine	Sigdel et al. (2010)	20543976	PASS00293
7237	Hs_TERRA_pull-down_SILAC	Other Anatomical Entities	Scheibe et al. (2013)	23921659	PXD000342
7238	Hs_ErbB_Network	Other Anatomical Entities	Kiel et al. (2014)	24313378	PXD000623
7239	Hs_IsletofLangerhans	Pancreas			PXD000050
7240	HapMap_LCL_TMT_quant_1	Non Cancer Cell Lines	Wu et al. (2013)	23676674	PASS00230
7241	HapMap_LCL_TMT_quant_2	Non Cancer Cell Lines	Wu et al. (2013)	23676674	PASS00230
7242	Urine_appendicitis	Urine	Kentsis et al. (2009)	21127740	PASS00107
7243	Hs_KawasakiDisease	Urine	Kentsis et al. (2013)	23281308	PASS00104
7244	Hs_Phospho_Urine_pregnancy	Urine			
7258	Hs_GlobalSubcellular_SILAC	Cancer Cell Lines, Bone	Larance et al. (2013)	23242552	PXD000262
7259	Hs_14-3-3_epsilon	Other Anatomical Entities			PASS00373
7260	Hs_Pleural_Effusion_8plex	Other Anatomical Entities	Mundt et al. (2014)	24361865	PXD000531
7262	Hs_VHL	Cancer Cell Lines, Kidney	Nagaprashantha et al. (2013)	23940778	PXD000335
7263	Hs_hGF_hPDLF	Other Anatomical Entities	McKnight et al. (2013)	24171499	PXD000387
7264	Hs_GSCs	Cancer Cell Lines, Brain	Lichti et al. (2014)	24266786	PXD000563
9818	Hs_MCF7_ABSciex_TripleTOF	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9817	Hs_MCF7_ABSciex_TripleTOF_2	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9819	Hs_MCF7_Bruker	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9820	Hs_MCF7_LTQ_ORBI_VELOS_CIB	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9821	Hs_MCF7_LTQ_ORBI_VELOS_PCB	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9822	Hs_MCF7_LTQ_ORBI_XL_CIC	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9823	Hs_MCF7_LTQ_ORBI_XL_IITB	Cancer Cell Lines, Breast	Segura et al. (2014)	24138474	PXD000442
9824	Hs_Ramos_LTQ_ORBI_VELOS_CIB	Cancer Cell Lines, Blood	Segura et al. (2014)	24138474	PXD000447
9825	Hs_Ramos_LTQ_ORBI_VELOS	Cancer Cell Lines, Blood	Segura et al. (2014)	24138474	PXD000447
9826	Hs_Ramos_LTQ_ORBI_XL_CIC	Cancer Cell Lines, Blood	Segura et al. (2014)	24138474	PXD000447
9810	Hs_CCD18_ABSciex_TripleTOF_CNB	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9811	Hs_CCD18_ABSciex_TripleTOF_UV	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9812	Hs_CCD18_Bruker	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9813	Hs_CCD18_LTQ_ORBI_VELOS_CIB	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9814	Hs_CCD18_LTQ_ORBI_VELOS_PCB	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9815	Hs_CCD18_LTQ_ORBI_XL	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
9816	Hs_CCD18_QExactive	Non Cancer Cell Lines	Segura et al. (2014)	24138474	PXD000449
7622	IschemiaOC_Proteome_PNNL	Cancer, Ovary	Mertins et al. (2014)	24719451	
8496	IschemiaOC_Phospho_PNNL	Cancer, Ovary	Mertins et al. (2014)	24719451	
9594	A6-3807-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9595	A6-3808-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9596	A6-3810-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9597	AA-3518-01A-11	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9598	AA-3525-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9599	AA-3526-01A-11	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9600	AA-3529-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9601	AA-3531-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9602	AA-3534-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9603	AA-3552-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9604	AA-3554-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9605	AA-3558-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9606	AA-3561-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9607	AA-3664-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9608	AA-3666-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9609	AA-3672-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9610	AA-3684-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9611	AA-3695-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9612	AA-3710-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9613	AA-3715-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9614	AA-3818-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9615	AA-3848-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9616	AA-3864-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9617	AA-3986-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9618	AA-3989-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9619	AA-A004-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9620	AA-A00A-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9621	AA-A00A-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9622	AA-A00E-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9623	AA-A00F-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9624	AA-A00J-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9625	AA-A00K-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9626	AA-A00K-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9627	AA-A00N-01A-32	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9628	AA-A00N-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9629	AA-A00O-01A-13	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9630	AA-A00R-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9631	AA-A00R-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9632	AA-A00U-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9633	AA-A010-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9634	AA-A017-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9635	AA-A01C-01A-22	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9636	AA-A01D-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9637	AA-A01F-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9638	AA-A01I-01A-12	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9639	AA-A01K-01A-31	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9640	AA-A01P-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9641	AA-A01R-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9642	AA-A01S-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9643	AA-A01T-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9644	AA-A01V-01A-24	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9645	AA-A01X-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9646	AA-A01Z-01A-13	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9647	AA-A022-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9648	AA-A024-01A-32	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9649	AA-A029-01A-41	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
9650	AA-A02E-01A-23	Cancer, Digestive System	Bing Zhang et al. (2014)	25043054	
